rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_fit_intercept,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score
178,14.34806842803955,0.14482375756543883,0.019031620025634764,0.0010967639791940405,6.199999999999992,False,l2,saga,"{'C': np.float64(6.199999999999992), 'fit_intercept': False, 'penalty': 'l2', 'solver': 'saga'}",0.9337360347943753,0.9306944117666567,0.9119748408564645,0.9671942975082033,0.9405063480060496,0.9368211865863498,0.017891353828931995
114,5.275204658508301,0.3926638541518183,0.020688533782958984,0.0048156413358350966,6.299999999999992,True,l1,liblinear,"{'C': np.float64(6.299999999999992), 'fit_intercept': True, 'penalty': 'l1', 'solver': 'liblinear'}",0.9453395817165144,0.9208560674273578,0.9382903337001484,0.9765882456122781,0.9635129166392684,0.9489174290191134,0.01945188171064689
86,251.61223211288453,21.73340199294726,0.018306636810302736,0.001133825412176999,6.299999999999992,True,l1,saga,"{'C': np.float64(6.299999999999992), 'fit_intercept': True, 'penalty': 'l1', 'solver': 'saga'}",0.9446169339663044,0.9270247883400624,0.9409755916110234,0.9776214923294231,0.9652160934974684,0.9510909799488564,0.018037754023697828
65,4.290884780883789,0.37616600476217943,0.019845962524414062,0.0011529952953194245,6.299999999999992,True,l2,liblinear,"{'C': np.float64(6.299999999999992), 'fit_intercept': True, 'penalty': 'l2', 'solver': 'liblinear'}",0.9433417343026893,0.9272761092488565,0.942093551292768,0.9783487058750695,0.9671307263565543,0.9516381654151875,0.018476539853461423
25,22.982265377044676,1.4656482669574284,0.018224668502807618,0.0013903776323998592,6.299999999999992,True,l2,saga,"{'C': np.float64(6.299999999999992), 'fit_intercept': True, 'penalty': 'l2', 'solver': 'saga'}",0.9430920412279085,0.9293257814803499,0.942059648765482,0.978393880342374,0.9671314617804526,0.9520005627193132,0.01798822143062118
226,4.350175571441651,0.5096957936993499,0.021752309799194337,0.002811401667393701,6.299999999999992,False,l1,liblinear,"{'C': np.float64(6.299999999999992), 'fit_intercept': False, 'penalty': 'l1', 'solver': 'liblinear'}",0.9363319862365993,0.9213694392647712,0.9117288741191792,0.9671212466661611,0.9421279577018782,0.9357359007977178,0.0190209683850217
152,456.2605384349823,124.30584996965077,0.018304204940795897,0.0013470355393561707,6.299999999999992,False,l1,saga,"{'C': np.float64(6.299999999999992), 'fit_intercept': False, 'penalty': 'l1', 'solver': 'saga'}",0.9354743692567782,0.9257836176831941,0.9143787554798428,0.9678159883538315,0.9432097878864436,0.937332503732018,0.018041559218877037
177,3.5642886638641356,0.3957252032920968,0.031945228576660156,0.02765715125773411,6.299999999999992,False,l2,liblinear,"{'C': np.float64(6.299999999999992), 'fit_intercept': False, 'penalty': 'l2', 'solver': 'liblinear'}",0.9337229704650987,0.9306445984624988,0.9120677910080006,0.9672519578167588,0.940581534284597,0.9368537704073908,0.01789215761503428
176,14.181008529663085,0.33215342301882667,0.019221115112304687,0.0010310209532868875,6.299999999999992,False,l2,saga,"{'C': np.float64(6.299999999999992), 'fit_intercept': False, 'penalty': 'l2', 'solver': 'saga'}",0.9337224946120457,0.9306529223566662,0.9120684413122324,0.9672519144631433,0.9405860333484455,0.9368563612185067,0.017891589410356665
115,5.20170521736145,0.2810628424903956,0.02011079788208008,0.003094489665976393,6.3999999999999915,True,l1,liblinear,"{'C': np.float64(6.3999999999999915), 'fit_intercept': True, 'penalty': 'l1', 'solver': 'liblinear'}",0.9453321843645069,0.9207482469857207,0.9381688785464504,0.9765389959051209,0.963442402465487,0.9488461416534573,0.019471972341500072
87,249.0041196346283,11.748284844297334,0.019535303115844727,0.0026691657415445448,6.3999999999999915,True,l1,saga,"{'C': np.float64(6.3999999999999915), 'fit_intercept': True, 'penalty': 'l1', 'solver': 'saga'}",0.9446174963380944,0.9269482041783608,0.940849866126203,0.977593659308301,0.9651939009998305,0.9510406253901579,0.01806062978848416
